telecomts_fault,node_id,entity_id,entity_type,description,source_id,file_path,created_at,source_file,release,raw_entity_id,matched_terms
Resource Allocation Bugs,MBS Session Creation with PCC,MBS Session Creation with PCC,Concept,"MBS Session Creation with PCC is a procedure described in clause 7.1.1.3 for creating a multicast broadcast service (MBS) session when dynamic Policy and Charging Control (PCC) is deployed. It involves optional steps based on configuration, including TMGI pre-allocation, interaction with PCF via NEF/MBSF, and conditional processing depending on whether the AF provides an MBS Session ID or requires location-dependent session handling.",chunk-33f5bf3b1d61d1ea76a465a6c86c455b,../3GPP-trunked/Rel-19/23_series/23247-j10.md1,1770168562,Rel-19/23_series/23247-j10/graph_chunk_entity_relation.graphml,Rel-19,MBS Session Creation with PCC,allocation
Resource Allocation Bugs,Charging Data,Charging Data,Concept,"Charging Data is a resource defined in section 6.1.3.2, used for tracking and managing billing information related to network usage. It is associated with resource management and charging procedures within the system.)##",chunk-2f16474b6e09bdabf529338d08e5d189,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.3.2,1770196817,Rel-19/23_series/23255-j40/graph_chunk_entity_relation.graphml,Rel-19,Charging Data,resource management
Resource Allocation Bugs,Diameter Credit-Control messages,Diameter Credit-Control messages,Technology,Diameter Credit-Control messages are signaling messages used in the context of Location-Based Services (LCS) for real-time charging control and resource allocation.,chunk-2d1f31133b263da8d6ebc699c697cc55,../3GPP-trunked/Rel-19/32_series/32271-j10.md6.0,1770196897,Rel-19/23_series/23255-j40/graph_chunk_entity_relation.graphml,Rel-19,Diameter Credit-Control messages,resource allocation; allocation
Resource Allocation Bugs,PC5DataContainer,PC5DataContainer,Technology,"PC5DataContainer is a data container type defined in 5G ProSe specifications for direct communication, containing attributes related to sequence numbers, timing, coverage status, user location, data volume, change conditions, usage information reporting, radio resource identification, radio frequency, and PC5 radio technology. It is applicable for ProSe direct communication and includes optional attributes with cardinality 0..1.<SEP>PC5DataContainer is a data container used in PC5 interface communication, which supports direct device-to-device communication in cellular networks. It is used within both transmissionDataContainer and receptionDataContainer arrays.",chunk-faaf783e7b9a1a3be11745ff33c925b7<SEP>chunk-3d8fc990f324f8cc49d77b3343132b58,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.2.11.10<SEP>../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.2.11.8,1770198153,Rel-19/23_series/23256-j20/graph_chunk_entity_relation.graphml,Rel-19,PC5DataContainer,radio resource
Resource Allocation Bugs,radioResourcesId,radioResourcesId,Attribute,radioResourcesId is a RadioResourcesIndicator attribute in PC5DataContainer that identifies whether operator-provided or configured radio resources were used for ProSe direct communication.,chunk-3d8fc990f324f8cc49d77b3343132b58,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.2.11.10,1770198147,Rel-19/23_series/23256-j20/graph_chunk_entity_relation.graphml,Rel-19,radioResourcesId,radio resource
Resource Allocation Bugs,agenda,agenda,Tdoc Type,"agenda is a TDoc type used for meeting agendas, including those showing allocation of TDocs to agenda items and timing schedules.",chunk-f53118baaf06213c99e7dba84e14ed64,../3GPP-trunked/Rel-19/21_series/21900-j00.md9.1,1770195634,Rel-19/23_series/23272-j10/graph_chunk_entity_relation.graphml,Rel-19,agenda,allocation
Resource Allocation Bugs,Network plan,Network plan,Concept,"A network plan is a structured approach to designing or modifying a network, which may include configurations, resource allocations, and traffic management strategies.",chunk-9bf32b9b405b256881b74f45ec3a8df5,../3GPP-trunked/Rel-19/32_series/32401-j00.md4.1.2,1770195688,Rel-19/23_series/23272-j10/graph_chunk_entity_relation.graphml,Rel-19,Network plan,resource allocation; allocation
Resource Allocation Bugs,administrative conditions,administrative conditions,Concept,"Administrative conditions are organizational or procedural factors that influence the availability performance of a system, such as policies, management practices, and resource allocation procedures.",chunk-39044b0bd3656293198dbe1aaf1591e5,../3GPP-trunked/Rel-19/32_series/32401-j00.md4.1.5,1770195722,Rel-19/23_series/23272-j10/graph_chunk_entity_relation.graphml,Rel-19,administrative conditions,resource allocation; allocation
Resource Allocation Bugs,Status Inspection (SI),Status Inspection (SI),Technology,"Status Inspection (SI) is a collection method where network elements maintain internal counts for resource management. These counts are read at a predetermined rate, typically based on the expected rate of change. SI measurements are reset at the beginning of each granularity period and only have valid results at the end of the period.",chunk-603340ddf52115732fe6c9078faa1b51,../3GPP-trunked/Rel-19/32_series/32401-j00.md4.2.2,1770195755,Rel-19/23_series/23272-j10/graph_chunk_entity_relation.graphml,Rel-19,Status Inspection (SI),resource management
Resource Allocation Bugs,Table 6.1.6.2.1.18-1,Table 6.1.6.2.1.18-1,UNKNOWN,"AllocatedUnit is a type defined in Table 6.1.6.2.1.18-1 that represents a unit of resource allocation with attributes including quotaManagementIndicator, triggers, triggerTimestamp, and localSequenceNumber. It is used in the context of reporting charging events and is applicable in scenarios involving quota management control.",chunk-59a4800e92044e5cb29dda3d8e978fec,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.2.1.18,1770197373,Rel-19/23_series/23282-j60/graph_chunk_entity_relation.graphml,Rel-19,Table 6.1.6.2.1.18-1,resource allocation; allocation
Resource Allocation Bugs,PDUAddress,PDUAddress,Concept,"PDUAddress is a type defined in Table 6.1.6.2.2.11-1 that represents the address information allocated for a PDU session. It includes attributes such as IPv4 and IPv6 addresses, prefix lengths, dynamic allocation flags, and additional IPv6 prefixes. The attributes are optional and have specific cardinalities, with some conditions on their inclusion and relationships.",chunk-86e95b6c43c82672d21b7929bd7accd4,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.2.2.11,1770197433,Rel-19/23_series/23282-j60/graph_chunk_entity_relation.graphml,Rel-19,PDUAddress,allocation
Resource Allocation Bugs,NodeB,NodeB,Technology,NodeB is a network element in UTRAN responsible for radio resource management. In the context of Performance<SEP>NodeB is a network resource used in UMTS networks for radio communication with user equipment. It is referenced as a possible target of measurement jobs.,chunk-fc489ba104c45a8bababb3a3f589cf65<SEP>chunk-7ee33769cbf0f6999192cb0d005cfb2b,../3GPP-trunked/Rel-19/32_series/32401-j00.md5.2<SEP>../3GPP-trunked/Rel-19/32_series/32401-j00.md5.4.1.1,1770195957,Rel-19/23_series/23289-j50/graph_chunk_entity_relation.graphml,Rel-19,NodeB,resource management; radio resource
Resource Allocation Bugs,AS layer,AS layer,Technology,"Access Stratum layer is a technology layer in the 5G protocol stack responsible for handling radio resource management, mobility, and security functions between the UE and the network.",chunk-fc427379d638e871fbd80bf131bda182,../3GPP-trunked/Rel-19/23_series/23304-j30.mdNone,1770165874,Rel-19/23_series/23304-j30/graph_chunk_entity_relation.graphml,Rel-19,AS layer,resource management; radio resource
Resource Allocation Bugs,Approved CR,Approved CR,UNKNOWN,An Approved CR triggers the updating and release of a new version of the specification<SEP>The existence of at least one Approved CR is required for the allocation of a new version number,chunk-33cfa373da16680db5a563a5e82cf2dc,../3GPP-trunked/Rel-19/21_series/21900-j00.md4.6.5,1770195262,Rel-19/23_series/23392-j00/graph_chunk_entity_relation.graphml<SEP>Rel-19/23_series/23700-63-j00/graph_chunk_entity_relation.graphml,Rel-19,Approved CR<SEP>Approved CR)##,allocation
Resource Allocation Bugs,service enabler architecture layer,service enabler architecture layer,Concept,"The service enabler architecture layer (SEAL) is a functional architecture layer specified in the present document that supports vertical applications over the 3GPP system. It includes procedures, information flows, and APIs for various services such as group management, configuration management, location management, identity management, key management, network resource management, notification management, network slice capability enablement, data delivery, and application data analytics.",chunk-cc572d619c488906a67f3de4a3e1d9ce,../3GPP-trunked/Rel-19/23_series/23434-j50.md1,1770169789,Rel-19/23_series/23434-j50/graph_chunk_entity_relation.graphml,Rel-19,service enabler architecture layer,resource management
Resource Allocation Bugs,RadioResourcesIndicator,RadioResourcesIndicator,Concept,"RadioResourcesIndicator is an enumeration used to indicate the type of radio resources for direct communication. It includes two values: OPERATOR_PROVIDED, which indicates radio resources provided by the operator, and CONFIGURED, which indicates radio resources that are configured for direct communication.",chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,1770198843,Rel-19/23_series/23540-j20/graph_chunk_entity_relation.graphml,Rel-19,RadioResourcesIndicator,radio resource
Resource Allocation Bugs,OPERATOR_PROVIDED,OPERATOR_PROVIDED,Concept,OPERATOR_PROVIDED is a value in the RadioResourcesIndicator enumeration that indicates radio resources for direct communication are provided by the operator.,chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,1770198843,Rel-19/23_series/23540-j20/graph_chunk_entity_relation.graphml,Rel-19,OPERATOR_PROVIDED,radio resource
Resource Allocation Bugs,CONFIGURED,CONFIGURED,Concept,CONFIGURED is a value in the RadioResourcesIndicator enumeration that indicates radio resources for direct communication are configured.,chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,1770198843,Rel-19/23_series/23540-j20/graph_chunk_entity_relation.graphml,Rel-19,CONFIGURED,radio resource
Resource Allocation Bugs,Table 6.1.6.3.61 -1,Table 6.1.6.3.61 -1,UNKNOWN,"RadioResourcesIndicator is an enumeration with values OPERATOR_PROVIDED and CONFIGURED, both indicating types of radio resources for direct communication.",chunk-782ce705170efe9ea0203db23db640ff,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.61,1770198844,Rel-19/23_series/23540-j20/graph_chunk_entity_relation.graphml,Rel-19,Table 6.1.6.3.61 -1,radio resource
Resource Allocation Bugs,allocateUnitIndicator,allocateUnitIndicator,Attribute,"allocateUnitIndicator is an attribute of type AllocateUnit with data type AllocateUnitIndicator, cardinality 0..1, and is used to indicate whether the allowed allocation units are determined by CHF or supplied by CTF.",chunk-2acb7607b1100433c5e5c8143faf89c4,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.2.1.17,1770197201,Rel-19/23_series/23542-j00/graph_chunk_entity_relation.graphml,Rel-19,allocateUnitIndicator,allocation
Resource Allocation Bugs,"CTF_DETERMINED)##
<|COMPLETE",CTF_DETERMINED)## <|COMPLETE,UNKNOWN,The allocation of units specified by CTF_DETERMINED is determined by the Charging Trigger Function (CTF),chunk-11aaafb394047969f22d2fbf0d6dc5e2,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.65,1770198895,Rel-19/23_series/23632-j00/graph_chunk_entity_relation.graphml,Rel-19,"CTF_DETERMINED)##
<|COMPLETE",allocation
Resource Allocation Bugs,NSACF,NSACF,Technology,"NSACF (Network Slice Admission Control Function) is a functional entity responsible for managing admission control and resource allocation for network slices, particularly in relation to NSAC (Network Slice Admission Control) thresholds and quotas.",chunk-4ecd8f7546e3398067d11a2cb867d254,../3GPP-trunked/Rel-19/32_series/32291-j20.md6.1.6.3.6,1770198540,Rel-19/23_series/23700-49-j00/graph_chunk_entity_relation.graphml,Rel-19,NSACF,resource allocation; allocation
Resource Allocation Bugs,event,event,Concept,"An event is a defined occurrence in a system that is subject to measurement, such as a resource allocation procedure, and must be consistently identified across related measurements.",chunk-bbc9157e5fcf67b4549c5e6c10be6c54,../3GPP-trunked/Rel-19/32_series/32401-j00.md4.3.2,1770195822,Rel-19/23_series/23700-72-j00/graph_chunk_entity_relation.graphml,Rel-19,event,resource allocation; allocation
Resource Allocation Bugs,resource allocation procedure,resource allocation procedure,Concept,A resource allocation procedure is a system process,chunk-bbc9157e5fcf67b4549c5e6c10be6c54,../3GPP-trunked/Rel-19/32_series/32401-j00.md4.3.2,1770195822,Rel-19/23_series/23700-72-j00/graph_chunk_entity_relation.graphml,Rel-19,resource allocation procedure,resource allocation; allocation
Resource Allocation Bugs,MCData emergency group communication,MCData emergency group communication,Application,"MCData emergency group communication is a type of communication session that is initiated under emergency conditions and can be canceled by a designated requester, subject to authorization by the MCData client based on local policy.<SEP>MCData emergency group communication is a type of group communication initiated by an MCData user that requires authorization based on specific conditions in the MCData user profile document, including the <allow-emergency-group-call> element and the <entry-info> attribute value of ""DedicatedGroup"" or ""UseCurrentlySelectedGroup"".<SEP>MCData emergency group communication is a type of communication that requires high-priority resource allocation and is governed by the Resource-Priority header field as specified in IETF RFC 8101 [67].",chunk-c268636071deda5fa490b9f3535658e2<SEP>chunk-4e02e65a3e40109c557f3e5a3bffded1<SEP>chunk-a67cfd366966f5aa141321f665091e6b,../3GPP-trunked/Rel-19/24_series/24282-j20.md6.2.8.1.7<SEP>../3GPP-trunked/Rel-19/24_series/24282-j20.md6.2.8.1.8<SEP>../3GPP-trunked/Rel-19/24_series/24282-j20.md6.2.8.1.15,1770207248,Rel-19/24_series/24080-j10/graph_chunk_entity_relation.graphml,Rel-19,MCData emergency group communication,resource allocation; allocation
